CCNum,First ,Last,Amount,MinUsualAmount,MaxUsualAmount,CustomerHomeCity,CustomerAge,CustomerGender,CustomerMaritalStatus,CustomerHasChildren
4595-3800-0000-0000,Lucas,Perez,$242.75 ,2,179,McKinney,22,Male,Married,No
4151-0100-0000-0000,Amelia,Thomas,$488.85 ,2,215,McKinney,23,Male,Married,Yes
4663-9400-0000-0000,Mia,Hernandez,$617.74 ,2,216,McKinney,27,Female,Married,Yes
4820-1100-0000-0000,Michael,Rodriguez,$626.49 ,4,377,Farmers Branch,22,Male,Married,Yes
4826-1200-0000-0000,Amelia,Rodriguez,$439.31 ,5,369,Plano,20,Female,Married,No
4119-8500-0000-0000,Logan,Davis,$670.59 ,9,652,Dallas,20,Female,Married,No
4118-2300-0000-0000,Lucas,Jones,$302.94 ,3,210,McKinney,18,Female,Married,No
4804-7500-0000-0000,Harper,Taylor,$385.28 ,2,147,Arlington,19,Female,Married,Yes
4739-9800-0000-0000,Jackson,Garcia,$589.88 ,8,589,Dallas,23,Male,Married,Yes
4839-7400-0000-0000,Ethan,Wilson,$266.79 ,3,243,Farmers Branch,18,Female,Married,No
4239-3500-0000-0000,John,Smith,$362.57 ,2,190,Plano,26,Female,Married,No
4979-2500-0000-0000,Oliver,White,$610.17 ,2,176,Frisco,18,Male,Married,Yes
4059-4000-0000-0000,Aiden,Lee,$633.52 ,6,478,Farmers Branch,29,Male,Married,No
4600-9900-0000-0000,Lucas,Martinez,$661.89 ,4,348,McKinney,26,Female,Married,Yes
4989-7100-0000-0000,John,Garcia,$688.23 ,6,517,Irving,19,Male,Married,Yes
4067-1500-0000-0000,Aiden,Rodriguez,$467.80 ,4,334,Irving,30,Male,Married,Yes
4904-5100-0000-0000,Isabella,Anderson,$520.25 ,2,221,Frisco,26,Male,Married,No
4373-4300-0000-0000,John,Anderson,$425.85 ,1,113,Addison,21,Male,Single,Yes
4156-7200-0000-0000,Sophia,Gonzalez,$618.81 ,4,354,Farmers Branch,25,Female,Single,Yes
4768-8000-0000-0000,Lucas,Smith,$655.14 ,6,445,Irving,23,Female,Single,Yes
4105-8800-0000-0000,Harper,Garcia,$676.90 ,8,625,Farmers Branch,19,Male,Single,Yes
4667-0900-0000-0000,Jackson,Martinez,$579.12 ,3,250,Rockwall,22,Female,Single,No
4269-3400-0000-0000,Benjamin,Jones,$685.44 ,8,592,Plano,26,Male,Single,No
4270-1800-0000-0000,Olivia,Smith,$364.06 ,2,148,Irving,29,Male,Single,No
4921-7900-0000-0000,Ethan,Clark,$698.68 ,7,554,Rockwall,23,Male,Single,Yes
4632-8700-0000-0000,Elijah,Clark,$259.48 ,1,76,Dallas,23,Female,Single,Yes
4077-4400-0000-0000,Elijah,Harris,$680.85 ,3,297,Frisco,27,Female,Single,No
4073-4200-0000-0000,Mia,Lewis,$550.42 ,1,108,Frisco,20,Female,Single,Yes
7115-0499-8405-4710, Faith      , Russell,"$15,000.00 ",4,347,Addison,27,M,Single ,Yes
2303-5680-0872-1010, Ava       , Freeman,$363.21 ,2,232,Dallas,24,M,Widowed,Yes
4919-6700-0000-0000,Benjamin,Hernandez,$354.65 ,4,303,Irving,25,Male,Widowed,Yes
4091-1400-0000-0000,Liam,Martinez,$300.55 ,1,161,Plano,29,Female,Widowed,No
4703-8500-0000-0000,Alexander,Taylor,$528.10 ,2,218,Farmers Branch,27,Female,Widowed,No
4589-3400-0000-0000,Jackson,Wilson,$378.19 ,4,293,Frisco,24,Female,Widowed,Yes
4925-8000-0000-0000,Olivia,Smith,$432.89 ,1,158,Addison,18,Female,Widowed,Yes
4271-9900-0000-0000,Harper,Williams,$565.15 ,4,374,McKinney,30,Male,Widowed,No
4237-4800-0000-0000,Aiden,Smith,$399.92 ,4,292,Plano,30,Male,Widowed,Yes
8554-9700-1451-3660, Michael    , Lewis,$765.55 ,10,705,Addison,43,M,Divorced,No
3246-8649-3181-3820, Harper     , Sullivan,$398.71 ,3,246,Arlington,40,f,Divorced,Yes
4115-8700-0000-0000,Ava,Taylor,$630.07 ,6,483,Irving,41,Male,Divorced,No
4915-8600-0000-0000,Michael,Davis,$218.36 ,2,193,Farmers Branch,57,Female,Divorced,No
4066-8700-0000-0000,Aiden,Wilson,$545.74 ,5,401,Rockwall,49,Male,Divorced,Yes
4972-9100-0000-0000,Benjamin,Perez,$497.64 ,2,144,Farmers Branch,44,Male,Divorced,No
4065-8600-0000-0000,Isabella,Gonzalez,$550.90 ,5,371,Farmers Branch,34,Male,Divorced,No
4076-5800-0000-0000,Michael,Lee,$665.55 ,2,167,Arlington,43,Female,Divorced,Yes
4344-3700-0000-0000,Mia,Williams,$650.06 ,3,251,Rockwall,51,Female,Divorced,No
4592-6600-0000-0000,Oliver,Lee,$500.84 ,4,297,McKinney,38,Male,Divorced,No
4799-4900-0000-0000,Jackson,Lee,$565.01 ,5,364,Rockwall,51,Female,Divorced,Yes
4586-6800-0000-0000,Charlotte,Williams,$378.61 ,1,118,McKinney,32,Male,Divorced,No
4243-0900-0000-0000,Lucas,Rodriguez,$449.07 ,6,424,McKinney,31,Female,Divorced,Yes
4125-3300-0000-0000,Jackson,Wilson,$552.94 ,5,446,Arlington,49,Male,Divorced,Yes
4905-9900-0000-0000,Harper,Thomas,$314.19 ,2,190,Dallas,46,Male,Divorced,Yes
4078-8700-0000-0000,John,Harris,$515.59 ,5,432,Farmers Branch,38,Female,Divorced,No
4544-5900-0000-0000,Lucas,Hernandez,$504.97 ,3,254,McKinney,34,Female,Divorced,No
4241-3800-0000-0000,Oliver,Perez,$421.99 ,4,285,Addison,32,Female,Divorced,No
4752-5300-0000-0000,Michael,Thomas,$337.11 ,3,232,Farmers Branch,47,Male,Divorced,Yes
4746-9800-0000-0000,Amelia,Williams,$592.98 ,5,442,Irving,58,Male,Divorced,Yes
4892-0900-0000-0000,Michael,Harris,$584.03 ,4,332,Arlington,51,Female,Divorced,Yes
4580-6900-0000-0000,Olivia,Thomas,$401.05 ,2,188,Farmers Branch,47,Male,Divorced,No
4627-1700-0000-0000,Lucas,Rodriguez,$648.61 ,8,593,Dallas,59,Male,Divorced,Yes
4640-1500-0000-0000,Jackson,Perez,$670.16 ,3,300,Irving,44,Female,Divorced,No
4110-5000-0000-0000,Elijah,Smith,$626.66 ,1,124,Frisco,57,Male,Divorced,Yes
4056-6900-0000-0000,Amelia,Anderson,$621.63 ,2,213,Frisco,39,Male,Divorced,No
4330-8000-0000-0000,Jackson,Wilson,$304.08 ,3,244,Plano,37,Male,Divorced,No
4249-9200-0000-0000,Oliver,Jones,$535.48 ,7,519,Dallas,36,Female,Divorced,No
4880-2700-0000-0000,John,Clark,$499.61 ,4,299,Plano,39,Female,Divorced,No
4081-3200-0000-0000,Elijah,Lewis,$425.85 ,2,205,Rockwall,47,Female,Divorced,Yes
4586-3500-0000-0000,Isabella,Martinez,$281.22 ,3,272,Arlington,46,Male,Divorced,No
4836-7200-0000-0000,Lucas,Garcia,$397.37 ,2,148,Addison,52,Female,Divorced,Yes
6568-3993-1519-0660, Matthew   , Hicks,$593.69 ,3,219,Addison,38,F,Married,Yes
2905-8513-9293-0260, David     , Willis,$215.46 ,1,166,Arlington,32,F,Married,No
4376-6500-0000-0000,Olivia,Williams,$481.03 ,3,241,McKinney,40,Male,Married,No
4865-3700-0000-0000,Michael,Jones,$587.63 ,5,429,Irving,38,Male,Married,No
4861-4900-0000-0000,Charlotte,Clark,$596.70 ,6,514,Dallas,45,Female,Married,No
4865-5500-0000-0000,Isabella,Hernandez,$269.09 ,2,219,Arlington,43,Female,Married,Yes
4470-9000-0000-0000,Alexander,Lee,$472.60 ,3,255,Frisco,32,Female,Married,No
4372-6500-0000-0000,Aiden,Lee,$396.74 ,2,206,McKinney,44,Female,Married,Yes
4759-6700-0000-0000,Olivia,Hernandez,$591.82 ,2,207,Dallas,57,Female,Married,No
4630-6300-0000-0000,Elijah,Martinez,$690.36 ,7,507,Dallas,49,Male,Married,No
4236-9600-0000-0000,Aiden,Wilson,$248.89 ,3,241,Rockwall,37,Female,Married,No
4794-4700-0000-0000,John,Perez,$512.86 ,5,382,Plano,37,Male,Married,Yes
4625-1100-0000-0000,Jackson,Wilson,$663.17 ,1,154,Arlington,43,Male,Married,No
4775-0200-0000-0000,Aiden,Lewis,$391.20 ,4,364,Arlington,34,Male,Married,Yes
4102-5200-0000-0000,Liam,Lewis,$379.31 ,5,353,Farmers Branch,31,Female,Married,Yes
4321-5200-0000-0000,Charlotte,Wilson,$230.23 ,3,212,Arlington,49,Female,Married,No
4445-5900-0000-0000,Liam,White,$545.64 ,3,216,Dallas,44,Male,Married,No
4864-7100-0000-0000,John,Lee,$642.70 ,3,260,Farmers Branch,49,Female,Married,Yes
4660-7300-0000-0000,Ava,Hernandez,$309.09 ,1,122,Dallas,43,Male,Married,Yes
4586-8400-0000-0000,Charlotte,Garcia,$644.07 ,3,245,Addison,34,Male,Married,Yes
4034-5400-0000-0000,Harper,Lee,$208.88 ,2,198,Arlington,47,Female,Married,Yes
4447-8100-0000-0000,Lucas,Smith,$330.85 ,2,232,Frisco,31,Female,Married,No
4848-5300-0000-0000,Sophia,Rodriguez,$410.25 ,3,304,Plano,40,Male,Married,Yes
4852-5400-0000-0000,Aiden,Rodriguez,$611.31 ,5,430,Plano,60,Female,Married,Yes
4740-4600-0000-0000,Harper,Martinez,$381.18 ,2,239,McKinney,59,Male,Married,Yes
4918-5800-0000-0000,Mia,Hernandez,$545.19 ,3,261,Addison,36,Male,Married,No
4614-7600-0000-0000,Benjamin,Taylor,$698.97 ,9,689,Irving,51,Male,Married,Yes
4872-7300-0000-0000,John,Hernandez,$368.45 ,4,286,Arlington,34,Male,Married,No
4545-6800-0000-0000,Logan,Martinez,$433.21 ,2,220,Farmers Branch,52,Male,Married,Yes
4172-1600-0000-0000,John,Martinez,$535.59 ,1,108,Addison,55,Male,Married,No
4647-5800-0000-0000,Isabella,Lewis,$471.89 ,2,143,McKinney,41,Male,Married,Yes
4707-6200-0000-0000,Charlotte,Garcia,$254.98 ,3,244,Rockwall,52,Female,Single,No
4289-6200-0000-0000,Alexander,Lewis,$386.38 ,4,361,Dallas,42,Female,Single,Yes
4536-4800-0000-0000,Michael,Rodriguez,$3.58 ,4,285,Dallas,31,Male,Single,Yes
4071-1600-0000-0000,Aiden,Gonzalez,$464.05 ,4,325,Irving,60,Male,Single,Yes
4434-2600-0000-0000,Elijah,Garcia,$493.27 ,3,234,Irving,57,Male,Single,No
4498-3200-0000-0000,Jackson,Perez,$594.87 ,6,480,Frisco,40,Female,Single,No
4198-7400-0000-0000,Mia,Williams,$463.51 ,3,243,Farmers Branch,44,Female,Single,No
4035-6000-0000-0000,Olivia,Taylor,$574.73 ,7,554,Dallas,52,Male,Single,Yes
4481-4000-0000-0000,Ethan,Harris,$334.74 ,4,290,Dallas,55,Male,Single,Yes
4816-4400-0000-0000,Elijah,Perez,$512.66 ,1,71,Rockwall,36,Male,Single,No
4985-4100-0000-0000,Sophia,Gonzalez,$698.42 ,6,473,McKinney,36,Male,Single,Yes
4390-6500-0000-0000,Benjamin,Taylor,$685.09 ,1,136,McKinney,38,Female,Single,No
4387-7300-0000-0000,Logan,Lee,$670.84 ,1,133,Arlington,54,Male,Single,No
4300-5100-0000-0000,Lucas,Wilson,$512.22 ,6,429,Addison,53,Male,Single,No
4753-8500-0000-0000,Ethan,Garcia,$280.56 ,3,239,Farmers Branch,59,Female,Single,Yes
4731-6600-0000-0000,Amelia,Wilson,$598.94 ,3,229,Dallas,32,Female,Single,Yes
4851-4400-0000-0000,Benjamin,White,$438.34 ,2,189,Irving,43,Male,Single,No
4839-1000-0000-0000,Olivia,Davis,$506.97 ,3,219,Rockwall,54,Male,Single,No
4336-1100-0000-0000,Alexander,Williams,$649.53 ,2,223,McKinney,58,Male,Single,Yes
4170-1200-0000-0000,Isabella,Lewis,$590.50 ,1,77,Arlington,36,Male,Single,Yes
4452-0400-0000-0000,Ava,Lee,$480.82 ,5,383,McKinney,60,Male,Single,Yes
4708-5700-0000-0000,Lucas,Lee,$159.85 ,1,75,Farmers Branch,43,Male,Single,No
4751-4900-0000-0000,Mia,White,$567.31 ,5,405,Rockwall,33,Male,Single,Yes
4213-8000-0000-0000,Sophia,Hernandez,$579.01 ,1,159,Rockwall,41,Female,Single,No
4157-7300-0000-0000,Sophia,Clark,$660.51 ,6,518,Arlington,36,Female,Single,No
4399-1000-0000-0000,John,Thomas,$564.09 ,6,462,McKinney,54,Male,Single,Yes
4121-9700-0000-0000,Olivia,Harris,$124.39 ,1,70,Dallas,57,Female,Single,No
4461-2400-0000-0000,Benjamin,Lewis,$550.70 ,4,336,McKinney,48,Male,Single,Yes
4969-0600-0000-0000,Olivia,Anderson,$360.09 ,1,95,Dallas,58,Female,Single,No
4986-0700-0000-0000,Olivia,Anderson,$5.92 ,10,724,Irving,32,Female,Single,Yes
3148-0760-1525-1580,  Liam       , Smith,$377.75 ,3,304,Dallas,37,M,Single ,Yes
3559-2061-1891-5870, Amelia     , Perez,$2.70 ,6,474,Dallas,33,Female,Single ,No
2433-0256-5939-3520, Samuel     , Hill,$2.01 ,6,516,Rockwall,44,f,Single ,No
9523-6529-3794-5380, Nicholas   , Stewart,$631.16 ,6,438,Plano,53,f,Single ,No
5296-8805-5321-0040, Victoria   , Ward,$720.75 ,7,534,McKinney,45,Male,Single ,No
8309-5201-7721-5040, Zoe        , Powell,$206.27 ,2,173,Plano,44,Male,Single ,No
6397-5198-5820-6790, Elijah     , Hughes,$6.74 ,8,609,Arlington,37,F,Single ,Yes
5436-3586-3420-3340, Alexa      , Washington,$313.87 ,3,278,Dallas,39,F,Widowed,No
9346-6120-2105-1470, Harper    , Stone,$2.71 ,7,546,Dallas,54,Female,Widowed,Yes
6816-7730-9819-7550, Michael   , Greene,$776.09 ,2,219,Dallas,40,F,Widowed,No
4674-2500-0000-0000,Sophia,Harris,$489.26 ,5,387,Addison,59,Male,Widowed,Yes
4217-9500-0000-0000,Aiden,Williams,$438.02 ,1,104,Dallas,41,Female,Widowed,Yes
4788-1900-0000-0000,Alexander,Harris,$447.17 ,1,116,Irving,32,Male,Widowed,No
4288-3200-0000-0000,Sophia,White,$657.05 ,4,320,Frisco,55,Female,Widowed,No
4823-8400-0000-0000,Oliver,Taylor,$321.71 ,1,142,Farmers Branch,56,Female,Widowed,Yes
4056-9900-0000-0000,John,Perez,$648.88 ,4,336,Addison,31,Female,Widowed,No
4587-9100-0000-0000,Benjamin,Lewis,$660.35 ,2,149,Addison,42,Male,Widowed,No
4194-7800-0000-0000,Harper,Thomas,$397.74 ,4,351,McKinney,55,Female,Widowed,No
4670-6700-0000-0000,Ethan,Gonzalez,$201.89 ,2,157,Irving,33,Male,Widowed,Yes
4937-2500-0000-0000,Charlotte,Jones,$628.09 ,7,569,McKinney,43,Male,Widowed,Yes
4964-4400-0000-0000,Ava,Taylor,$190.33 ,2,158,Frisco,31,Female,Widowed,No
4338-7200-0000-0000,John,Perez,$638.74 ,3,290,Frisco,31,Male,Widowed,No
4259-2300-0000-0000,Mia,Lee,$575.24 ,2,204,Frisco,40,Female,Widowed,No
4869-2600-0000-0000,Isabella,Gonzalez,$437.52 ,4,306,Farmers Branch,58,Male,Widowed,Yes
4786-7000-0000-0000,Sophia,Anderson,$364.67 ,3,307,Arlington,43,Male,Widowed,Yes
4565-7400-0000-0000,Benjamin,Lewis,$600.12 ,2,192,Frisco,59,Male,Widowed,No
4240-0400-0000-0000,Oliver,Lee,$387.71 ,4,284,Rockwall,60,Male,Widowed,No
4745-5400-0000-0000,Michael,Davis,$312.59 ,4,312,Plano,48,Female,Widowed,Yes
4139-8800-0000-0000,Logan,Martinez,$523.27 ,4,334,Dallas,33,Female,Widowed,No
4223-2400-0000-0000,Isabella,Clark,$533.20 ,6,464,Rockwall,38,Female,Widowed,Yes
4034-6000-0000-0000,Elijah,Williams,$517.20 ,3,231,McKinney,51,Male,Widowed,No
4450-6700-0000-0000,Logan,Lewis,$358.50 ,3,253,Irving,32,Male,Widowed,No
4001-6000-0000-0000,Mia,Lewis,$350.39 ,4,288,Arlington,55,Male,Widowed,No
4408-1500-0000-0000,Olivia,Smith,$520.98 ,2,219,Plano,44,Female,Widowed,No
4916-5700-0000-0000,Benjamin,Garcia,$376.37 ,4,350,Plano,65,Female,Divorced,No
4101-9200-0000-0000,Jackson,Clark,$574.40 ,8,570,Rockwall,73,Male,Divorced,No
4601-7800-0000-0000,Harper,Garcia,$677.35 ,5,391,Plano,66,Female,Divorced,Yes
4647-8700-0000-0000,Olivia,Rodriguez,$501.65 ,5,449,Plano,72,Male,Divorced,Yes
4045-8000-0000-0000,Benjamin,Martinez,$300.51 ,2,173,Arlington,64,Female,Divorced,Yes
4240-0500-0000-0000,Olivia,Smith,$393.86 ,4,344,McKinney,80,Male,Divorced,Yes
4287-1100-0000-0000,John,Rodriguez,$493.17 ,5,383,Arlington,63,Male,Divorced,Yes
4723-7300-0000-0000,Amelia,Lee,$657.44 ,1,109,Farmers Branch,62,Female,Divorced,No
4962-5000-0000-0000,Liam,Gonzalez,$619.39 ,7,498,Plano,79,Female,Divorced,No
4291-6000-0000-0000,Charlotte,Harris,$498.99 ,2,218,Frisco,77,Male,Divorced,Yes
4363-0600-0000-0000,Mia,Garcia,$367.10 ,2,172,Dallas,76,Male,Divorced,Yes
4667-4200-0000-0000,Logan,Jones,$365.61 ,3,271,Plano,64,Male,Divorced,Yes
4477-8900-0000-0000,Olivia,Harris,$554.56 ,3,272,McKinney,78,Male,Divorced,No
4166-4100-0000-0000,Ethan,White,$485.57 ,5,407,Farmers Branch,77,Male,Divorced,Yes
4535-0000-0000-0000,Liam,Garcia,$517.24 ,2,229,McKinney,66,Male,Divorced,No
4242-4000-0000-0000,Elijah,Martinez,$462.53 ,3,212,McKinney,75,Male,Married,No
4405-5200-0000-0000,Aiden,White,$585.54 ,4,343,Plano,66,Female,Married,No
4485-1400-0000-0000,Jackson,Williams,$540.98 ,5,355,Frisco,69,Female,Married,No
4476-6700-0000-0000,Mia,Clark,$652.99 ,3,283,Farmers Branch,71,Male,Married,No
4651-4700-0000-0000,Amelia,Garcia,$642.63 ,5,405,Plano,77,Male,Married,No
4439-0800-0000-0000,Alexander,Smith,$262.03 ,1,152,McKinney,77,Female,Married,Yes
4232-6500-0000-0000,Isabella,Harris,$674.35 ,6,507,Plano,63,Female,Married,No
4180-4600-0000-0000,Ethan,Clark,$483.91 ,3,276,Plano,62,Female,Married,Yes
4705-8500-0000-0000,Michael,Thomas,$695.45 ,4,373,Frisco,69,Male,Married,Yes
4137-0600-0000-0000,Jackson,Lewis,$559.93 ,7,510,Arlington,79,Female,Married,No
4242-4300-0000-0000,Charlotte,White,$689.17 ,3,259,Addison,69,Male,Married,No
4835-6100-0000-0000,Ethan,Garcia,$652.18 ,3,216,Addison,77,Female,Married,No
4098-2000-0000-0000,Mia,Rodriguez,$550.38 ,1,156,Frisco,78,Female,Married,Yes
4420-2600-0000-0000,Harper,Rodriguez,$518.01 ,3,248,Plano,78,Female,Single,Yes
4762-3400-0000-0000,Benjamin,White,$306.29 ,2,224,McKinney,80,Female,Single,Yes
4833-1200-0000-0000,Michael,Lee,$460.15 ,4,289,Frisco,72,Male,Single,Yes
4938-8000-0000-0000,Harper,Jones,$344.87 ,3,304,Dallas,77,Female,Single,No
4720-6000-0000-0000,Elijah,Anderson,$563.23 ,3,285,Dallas,73,Female,Single,Yes
4536-0200-0000-0000,Liam,Taylor,$522.60 ,3,243,Addison,64,Male,Single,No
4930-1900-0000-0000,Elijah,Jones,$582.71 ,1,87,Frisco,63,Female,Single,No
4629-4400-0000-0000,Harper,Thomas,$464.31 ,2,189,Dallas,78,Male,Single,Yes
4430-3600-0000-0000,Harper,Anderson,$608.58 ,2,189,Irving,62,Female,Single,No
4375-5300-0000-0000,Mia,Gonzalez,$265.57 ,3,234,Dallas,74,Female,Single,Yes
4931-3000-0000-0000,Benjamin,Wilson,$186.41 ,1,135,Arlington,61,Female,Single,Yes
4505-6700-0000-0000,Benjamin,Hernandez,$249.17 ,2,147,Addison,76,Male,Single,Yes
4812-4400-0000-0000,Jackson,Anderson,$618.75 ,4,371,Arlington,70,Male,Widowed,No
4025-3100-0000-0000,Mia,Clark,$620.08 ,2,233,Farmers Branch,79,Male,Widowed,No
4961-7400-0000-0000,Oliver,Taylor,$577.48 ,5,391,Dallas,63,Male,Widowed,No
4266-6100-0000-0000,Benjamin,Williams,$379.29 ,3,305,Farmers Branch,73,Female,Widowed,Yes
4063-6800-0000-0000,Olivia,Lewis,$456.29 ,3,250,Addison,76,Female,Widowed,No
4171-1200-0000-0000,Amelia,Smith,$248.87 ,1,105,McKinney,76,Female,Widowed,Yes
4995-7100-0000-0000,Logan,Rodriguez,$366.12 ,2,168,Arlington,63,Male,Widowed,No
4187-0800-0000-0000,Aiden,Martinez,$510.82 ,5,381,McKinney,77,Male,Widowed,Yes
4498-8800-0000-0000,Isabella,Garcia,$643.83 ,6,465,Frisco,68,Female,Widowed,Yes
4018-8700-0000-0000,Elijah,Perez,$247.79 ,2,225,Rockwall,76,Male,Widowed,No
4877-2600-0000-0000,Ava,White,$317.29 ,1,113,Arlington,77,Male,Widowed,No
4843-7600-0000-0000,John,Smith,$609.07 ,6,432,Rockwall,78,Male,Widowed,No
4345-3400-0000-0000,Elijah,Martinez,$670.15 ,7,541,Dallas,70,Female,Widowed,Yes
4707-4200-0000-0000,John,Lewis,$664.47 ,7,518,Farmers Branch,76,Male,Widowed,No
4712-6800-0000-0000,Harper,Jones,$550.82 ,2,167,Arlington,62,Male,Widowed,Yes
4169-2100-0000-0000,Michael,Davis,$527.21 ,1,131,Irving,79,Female,Widowed,Yes
4772-1600-0000-0000,Oliver,Thomas,$238.05 ,3,220,McKinney,73,Female,Widowed,Yes
4304-1900-0000-0000,Harper,Jones,$658.44 ,5,415,Arlington,69,Female,Widowed,Yes
4913-6900-0000-0000,Aiden,Davis,$347.64 ,2,169,Plano,63,Male,Widowed,No
4089-1500-0000-0000,Ethan,White,$638.97 ,2,197,Farmers Branch,79,Male,Widowed,No
4638-0000-0000-0000,Harper,Perez,$286.60 ,1,95,Irving,70,Female,Widowed,No
4940-7800-0000-0000,Ava,Garcia,$631.59 ,6,496,Farmers Branch,72,Female,Widowed,Yes
4010-8600-0000-0000,Benjamin,Williams,$524.25 ,1,113,McKinney,69,Male,Widowed,Yes
4270-8700-0000-0000,Oliver,White,$554.69 ,3,214,Rockwall,81,Female,Divorced,No
4135-1300-0000-0000,Aiden,Jones,$410.25 ,3,302,Addison,82,Male,Divorced,Yes
4882-7100-0000-0000,Ava,Martinez,$452.74 ,3,292,Irving,83,Male,Divorced,No
4864-3500-0000-0000,Jackson,Rodriguez,$630.60 ,8,573,Addison,87,Male,Divorced,Yes
4666-1300-0000-0000,Michael,Garcia,$676.91 ,3,300,McKinney,88,Male,Divorced,No
4422-0600-0000-0000,Michael,Jones,$351.31 ,2,178,McKinney,97,Female,Divorced,Yes
4109-1400-0000-0000,Mia,Rodriguez,$365.25 ,3,252,Dallas,100,Male,Divorced,No
4781-2300-0000-0000,Mia,Harris,$542.53 ,4,347,Addison,83,Male,Divorced,No
4426-0100-0000-0000,Harper,Garcia,$344.01 ,3,302,McKinney,85,Male,Divorced,No
4440-2000-0000-0000,Michael,Lee,$438.63 ,1,140,McKinney,97,Male,Divorced,No
4418-4600-0000-0000,Isabella,Hernandez,$545.37 ,5,381,Dallas,100,Female,Divorced,Yes
4804-2400-0000-0000,Jackson,Lee,$491.53 ,3,269,Frisco,88,Male,Divorced,No
4616-3100-0000-0000,Ethan,Hernandez,$581.35 ,2,162,Arlington,83,Male,Divorced,Yes
4859-4000-0000-0000,Harper,Lee,$429.14 ,5,368,Plano,100,Male,Divorced,Yes
4183-7900-0000-0000,Liam,Smith,$578.70 ,4,288,Rockwall,91,Male,Divorced,Yes
4632-4200-0000-0000,Ava,Jones,$157.65 ,2,143,Irving,81,Female,Divorced,Yes
4085-1100-0000-0000,Elijah,Williams,$685.18 ,2,145,McKinney,89,Female,Divorced,No
4060-5600-0000-0000,Logan,Clark,$271.74 ,3,238,Farmers Branch,86,Female,Divorced,No
4312-2900-0000-0000,Olivia,Smith,$592.07 ,5,413,Plano,94,Male,Divorced,Yes
4980-6400-0000-0000,Aiden,Thomas,$230.83 ,1,92,Rockwall,96,Female,Divorced,Yes
4217-9400-0000-0000,Sophia,Harris,$393.41 ,3,214,Irving,100,Female,Divorced,Yes
4666-0100-0000-0000,Aiden,Thomas,$687.27 ,8,575,Irving,93,Female,Married,Yes
4738-6200-0000-0000,Sophia,Thomas,$386.78 ,3,265,Rockwall,81,Female,Married,No
4228-7300-0000-0000,Lucas,Wilson,$591.41 ,7,526,Plano,91,Male,Married,No
4447-9100-0000-0000,Olivia,Thomas,$203.25 ,1,164,Dallas,81,Female,Married,Yes
4990-5200-0000-0000,Olivia,Davis,$435.79 ,5,401,Frisco,88,Male,Married,No
4982-4300-0000-0000,Olivia,Rodriguez,$691.04 ,3,264,Addison,84,Male,Married,No
4483-3300-0000-0000,Mia,Hernandez,$581.89 ,2,197,Dallas,87,Male,Married,Yes
4638-4800-0000-0000,Michael,Garcia,$460.93 ,2,145,Dallas,96,Male,Married,No
4871-6600-0000-0000,Logan,Lee,$321.46 ,3,292,Plano,82,Male,Married,No
4671-1600-0000-0000,Charlotte,Gonzalez,$685.11 ,4,291,Farmers Branch,94,Male,Married,No
4977-2000-0000-0000,Aiden,Wilson,$497.48 ,6,433,Arlington,92,Female,Married,Yes
4955-1000-0000-0000,Amelia,Thomas,$572.93 ,5,360,Addison,93,Male,Married,No
4160-3500-0000-0000,Olivia,Garcia,$676.67 ,8,579,Plano,88,Female,Married,Yes
4269-6800-0000-0000,Harper,Harris,$622.68 ,3,300,Farmers Branch,92,Male,Married,Yes
4824-8800-0000-0000,Charlotte,Lewis,$655.84 ,7,539,Dallas,89,Male,Married,No
4146-7200-0000-0000,Olivia,Perez,$170.69 ,1,114,Dallas,98,Male,Married,No
4363-8200-0000-0000,Lucas,Anderson,$180.97 ,2,148,Farmers Branch,81,Female,Married,Yes
4776-6800-0000-0000,Mia,Thomas,$549.88 ,2,186,Dallas,90,Female,Married,No
4574-8700-0000-0000,Liam,Williams,$683.71 ,7,524,Irving,81,Male,Single,No
4240-6500-0000-0000,Logan,Wilson,$512.30 ,6,504,Plano,100,Male,Single,No
4246-2100-0000-0000,John,Harris,$389.09 ,4,370,Farmers Branch,95,Female,Single,Yes
4448-2800-0000-0000,Harper,Thomas,$505.24 ,6,428,Plano,88,Female,Single,No
4993-9100-0000-0000,Aiden,Lee,$352.83 ,3,293,Arlington,98,Male,Single,No
4810-3100-0000-0000,Mia,Gonzalez,$528.44 ,5,434,Arlington,92,Female,Single,Yes
4817-4300-0000-0000,Charlotte,Perez,$653.96 ,2,195,Addison,85,Male,Single,Yes
4635-7900-0000-0000,Liam,Williams,$683.10 ,2,153,Plano,95,Female,Single,No
4002-7200-0000-0000,Michael,Garcia,$628.46 ,3,309,Irving,101,Male,Single,Yes
4428-4100-0000-0000,Jackson,Williams,$660.82 ,6,459,Farmers Branch,96,Female,Single,No
4457-1900-0000-0000,Logan,Perez,$335.69 ,3,244,Plano,99,Male,Single,No
4024-2900-0000-0000,Charlotte,Lewis,$380.50 ,2,235,Plano,88,Male,Single,No
4935-0500-0000-0000,Ava,Hernandez,$565.81 ,2,189,Arlington,98,Female,Widowed,No
4515-1900-0000-0000,John,Taylor,$299.20 ,2,236,McKinney,81,Male,Widowed,No
4368-2700-0000-0000,Jackson,Clark,$268.11 ,2,168,Frisco,91,Male,Widowed,No
4020-0900-0000-0000,Lucas,Harris,$570.63 ,1,146,Farmers Branch,92,Female,Widowed,No
