ID,First ,Last,Amount,MinUsualAmount,MaxUsualAmount,OutsideMinMax,CC Number,Credit Limit,Credit Used,OnlinePurchase,Vendor,CustomerHomeCity,CustomerAge,AgeLevel,CustomerGender,CustomerMaritalStatus,CustomerHasChildren,IsFraud,TransactionNumber,Transaction Date,Transaction Time,SourceOutsideUsual
1984,Lucas,Lee,$157.60 ,4,326,Inside,4095320000000000,1000,0.462636964,Yes,Netflix,Arlington,71,High,Male,Widowed,Yes,0,93262023,11/1/23,19:11:57,No
2093,Logan,White,$447.77 ,6,479,Inside,4291610000000000,40000,0.403289486,Yes,Lift,Irving,72,High,Male,Widowed,No,0,89359311,1/22/23,6:31:56,No
2125,Olivia,Taylor,$189.23 ,9,697,Inside,4247300000000000,1000,0.562429423,Yes,McDonald's,Irving,76,High,Female,Widowed,No,0,20101260,11/28/23,17:00:52,No
2167,Harper,Martinez,$159.68 ,6,455,Inside,4180600000000000,20000,0.622935903,Yes,Smoothy King,Irving,70,High,Male,Widowed,No,0,76754131,4/5/23,12:07:26,No
315,Olivia,Taylor,$240.55 ,5,353,Inside,4612440000000000,40000,0.185316134,Yes,Honda,Irving,89,Highest,Male,Divorced,Yes,0,16696810,8/21/23,11:22:50,No
467,Mia,White,$119.75 ,8,589,Inside,4204950000000000,10000,0.004120424,Yes,Netflix,Rockwall,81,Highest,Male,Divorced,No,0,98204068,4/20/23,15:00:51,No
491,Elijah,Wilson,$99.61 ,6,499,Inside,4609660000000000,10000,0.814935129,Yes,Home Depot,Dallas,92,Highest,Female,Divorced,Yes,0,30725950,7/18/23,4:04:57,No
501,Amelia,Wilson,$181.72 ,10,726,Inside,4284450000000000,15000,0.313273476,Yes,SMU,Dallas,92,Highest,Female,Divorced,No,0,14015957,11/7/23,7:45:46,No
539,Alexander,Garcia,$4.73 ,2,178,Inside,4168340000000000,5000,0.663428311,Yes,Subaru,Addison,85,Highest,Male,Divorced,Yes,0,13486228,1/30/23,1:37:09,No
634,Jackson,Clark,$87.73 ,9,643,Inside,4019820000000000,15000,0.607071702,Yes,SMU,Plano,98,Highest,Female,Divorced,Yes,0,10437658,8/9/23,9:59:08,No
666,Olivia,Perez,$79.45 ,8,654,Inside,4714830000000000,20000,0.241314685,Yes,InternationalHolding,Plano,96,Highest,Female,Divorced,No,0,96242565,2/11/23,19:46:33,No
750,Logan,Gonzalez,$365.28 ,9,702,Inside,4733530000000000,40000,0.350266114,Yes,McDonald's,McKinney,83,Highest,Male,Divorced,Yes,0,76631971,6/10/23,6:46:45,No
753,Logan,Clark,$365.01 ,6,519,Inside,4221530000000000,5000,0.57633142,Yes,SMU,McKinney,96,Highest,Female,Divorced,Yes,0,96899091,11/28/23,5:10:04,No
786,Liam,Clark,$194.22 ,9,668,Inside,4864430000000000,1000,0.552408419,Yes,Amazon,Arlington,98,Highest,Female,Divorced,Yes,0,47696155,9/24/23,2:38:48,No
798,Charlotte,Williams,$141.23 ,5,408,Inside,4830220000000000,1000,0.00337515,Yes,Uber,Dallas,100,Highest,Female,Divorced,No,0,98019998,8/5/23,12:35:58,No
802,Logan,Taylor,$478.96 ,7,570,Inside,4904870000000000,15000,0.556754582,Yes,Apple,Addison,93,Highest,Male,Divorced,No,0,90090330,4/3/23,19:21:07,No
803,Oliver,Garcia,$386.29 ,6,477,Inside,4791880000000000,15000,0.982638869,Yes,Home Depot,Frisco,83,Highest,Male,Divorced,No,0,30450184,12/18/23,6:48:55,No
843,Logan,Gonzalez,$404.84 ,8,607,Inside,4331950000000000,5000,0.905403664,Yes,Apple,Dallas,88,Highest,Male,Divorced,No,0,85468963,7/10/23,22:09:55,No
860,Michael,Williams,$123.65 ,4,309,Inside,4884600000000000,5000,0.421064234,Yes,SMU,Addison,97,Highest,Male,Divorced,Yes,0,73126621,11/19/23,15:13:21,No
942,Isabella,Smith,$225.74 ,8,596,Inside,4841120000000000,10000,0.109303775,Yes,Subaru,Addison,87,Highest,Male,Divorced,Yes,0,3820003,6/23/23,14:14:01,No
994,Jackson,Gonzalez,$149.96 ,7,562,Inside,4082790000000000,15000,0.075920283,Yes,SMU,Arlington,86,Highest,Male,Divorced,Yes,0,6088185,10/20/23,18:59:36,No
1021,Alexander,Smith,$572.71 ,9,710,Inside,4371400000000000,15000,0.537078468,Yes,Starbucks,Arlington,82,Highest,Male,Divorced,Yes,0,38226608,9/18/23,5:07:41,No
1188,Ethan,Wilson,$116.46 ,4,343,Inside,4275690000000000,40000,0.73644262,Yes,McDonald's,Addison,97,Highest,Male,Divorced,Yes,0,83206528,9/20/23,16:22:06,No
1316,Elijah,White,$324.30 ,9,691,Inside,4379470000000000,20000,0.066509301,Yes,Honda,Arlington,93,Highest,Female,Divorced,No,0,47742947,3/1/23,0:34:07,No
1357,Amelia,Thomas,$73.42 ,9,723,Inside,4881610000000000,1000,0.508696368,Yes,Smoothy King,Frisco,81,Highest,Female,Divorced,Yes,0,68580040,6/24/23,5:56:00,No
1366,Isabella,Harris,$27.15 ,7,546,Inside,4828810000000000,10000,0.889097401,Yes,Starbucks,Frisco,86,Highest,Male,Divorced,No,0,85606001,3/9/23,21:07:30,No
1564,Alexander,Wilson,$429.54 ,8,618,Inside,4746970000000000,20000,0.442261549,Yes,Home Depot,Rockwall,95,Highest,Male,Divorced,Yes,0,36555070,5/13/23,10:12:55,No
1580,Amelia,Clark,$55.15 ,7,563,Inside,4792520000000000,5000,0.676509395,Yes,IBM,Dallas,99,Highest,Male,Divorced,Yes,0,23616341,3/9/23,7:18:13,No
1622,Ava,Wilson,$252.70 ,7,546,Inside,4191440000000000,20000,0.850365349,Yes,Smoothy King,Frisco,94,Highest,Female,Divorced,Yes,0,46855152,10/17/23,15:11:47,No
1736,Benjamin,Garcia,$53.28 ,8,657,Inside,4741080000000000,5000,0.236624131,Yes,Lift,Rockwall,82,Highest,Male,Divorced,Yes,0,24221243,9/11/23,21:58:01,No
1831,Mia,Perez,$331.61 ,7,520,Inside,4845950000000000,40000,0.156047918,Yes,Home Depot,Rockwall,88,Highest,Female,Divorced,No,0,48913976,5/17/23,6:55:45,No
1948,Mia,Gonzalez,$224.19 ,7,558,Inside,4548070000000000,10000,0.573514433,Yes,Subaru,Irving,88,Highest,Male,Divorced,No,0,19190178,8/28/23,17:29:31,No
2019,Logan,Wilson,$238.59 ,10,778,Inside,4670920000000000,1000,0.426380994,Yes,Subaru,Arlington,98,Highest,Female,Divorced,Yes,0,97441515,10/25/23,21:41:03,No
2147,Jackson,Clark,$535.09 ,8,638,Inside,4255750000000000,1000,0.117785152,Yes,Lift,Rockwall,82,Highest,Male,Divorced,Yes,0,75968010,2/13/23,3:11:12,No
236,Mia,Lee,$186.83 ,5,423,Inside,4253010000000000,10000,0.224710859,Yes,Netflix,Rockwall,91,Highest,Male,Married,Yes,0,47017875,4/21/23,18:09:56,No
256,Oliver,Rodriguez,$17.46 ,4,319,Inside,4987840000000000,5000,0.632011928,Yes,Starbucks,Addison,90,Highest,Female,Married,No,0,9633930,2/6/23,17:40:42,No
498,Liam,Lewis,$468.74 ,8,585,Inside,4850580000000000,15000,0.633463983,Yes,Lift,McKinney,93,Highest,Female,Married,Yes,0,7617666,7/27/23,7:01:58,No
525,Michael,Lewis,$509.14 ,9,664,Inside,4084840000000000,10000,0.488860537,Yes,Walmart,Dallas,90,Highest,Male,Married,No,0,96462048,6/5/23,17:52:03,No
635,Aiden,White,$23.59 ,9,637,Inside,4928050000000000,10000,0.976265218,Yes,Amazon,Plano,93,Highest,Male,Married,Yes,0,91506712,4/29/23,17:18:02,No
648,Aiden,Garcia,$105.99 ,2,218,Inside,4669770000000000,15000,0.332837468,Yes,Walmart,Rockwall,85,Highest,Male,Married,Yes,0,86538374,7/29/23,12:09:47,No
715,Charlotte,Lee,$54.81 ,9,709,Inside,4542720000000000,20000,0.740469324,Yes,Starbucks,Farmers Branch,89,Highest,Female,Married,No,0,48855359,11/1/23,18:58:35,No
744,Aiden,Lewis,$278.88 ,9,712,Inside,4548540000000000,20000,0.631877301,Yes,SMU,Plano,86,Highest,Male,Married,No,0,41717090,8/1/23,17:49:26,No
754,Michael,Anderson,$118.57 ,2,141,Inside,4988970000000000,1000,0.202474133,Yes,Amazon,McKinney,90,Highest,Female,Married,Yes,0,97100956,12/31/23,16:18:04,No
778,Aiden,Perez,$537.14 ,10,761,Inside,4589220000000000,1000,0.833545468,Yes,SMU,Frisco,100,Highest,Male,Married,Yes,0,8412855,3/5/23,23:57:25,No
792,Logan,Smith,$271.98 ,10,763,Inside,4327840000000000,10000,0.025958024,Yes,SMU,Frisco,96,Highest,Male,Married,No,0,89276300,12/21/23,20:07:32,No
873,John,Anderson,$475.11 ,7,582,Inside,4499100000000000,5000,0.002712575,Yes,McDonald's,Irving,90,Highest,Male,Married,No,0,79580514,8/24/23,3:04:44,No
887,Jackson,White,$330.28 ,7,574,Inside,4310880000000000,1000,0.523483384,Yes,Uber,Rockwall,95,Highest,Female,Married,Yes,0,46614764,6/27/23,16:01:46,No
980,Amelia,Anderson,$102.67 ,7,568,Inside,4994680000000000,5000,0.152497123,Yes,McDonald's,Plano,97,Highest,Male,Married,Yes,0,35170276,6/30/23,16:33:33,No
1000,Oliver,Clark,$117.92 ,1,133,Inside,4849200000000000,10000,0.166813864,Yes,Amazon,McKinney,100,Highest,Female,Married,No,0,78547952,10/14/23,16:27:18,No
1020,Ava,Harris,$609.49 ,10,727,Inside,4618790000000000,5000,0.848585897,Yes,Uber,Frisco,94,Highest,Female,Married,No,0,71335158,3/11/23,13:40:27,No
1362,Harper,Anderson,$122.42 ,7,537,Inside,4001270000000000,10000,0.729507491,Yes,Netflix,Farmers Branch,94,Highest,Female,Married,Yes,0,60432059,6/3/23,3:37:09,No
1394,Liam,Rodriguez,$87.31 ,3,217,Inside,4370450000000000,1000,0.35263886,Yes,SMU,Frisco,96,Highest,Female,Married,Yes,0,3628498,8/30/23,4:50:46,No
1408,Ethan,Williams,$332.40 ,8,657,Inside,4824700000000000,10000,0.103816956,Yes,Smoothy King,Rockwall,97,Highest,Female,Married,No,0,10448437,6/3/23,7:14:30,No
1426,John,Anderson,$124.19 ,2,190,Inside,4463940000000000,10000,0.413454679,Yes,Subaru,Farmers Branch,98,Highest,Male,Married,Yes,0,28680972,11/21/23,17:57:36,No
1509,Harper,Garcia,$31.86 ,5,360,Inside,4511150000000000,5000,0.310663547,Yes,Subaru,Dallas,96,Highest,Female,Married,Yes,0,32513081,7/5/23,15:47:10,No
1582,Isabella,Lewis,$351.48 ,10,734,Inside,4658560000000000,1000,0.212730027,Yes,SMU,Farmers Branch,82,Highest,Female,Married,Yes,0,64789221,1/20/23,9:44:56,No
1646,Aiden,Harris,$287.21 ,3,306,Inside,4456440000000000,10000,0.38382025,Yes,Smoothy King,Dallas,82,Highest,Female,Married,Yes,0,45134363,2/2/23,22:14:15,No
1668,Lucas,Lee,$235.69 ,3,299,Inside,4997360000000000,1000,0.608455722,Yes,Subaru,Arlington,99,Highest,Male,Married,Yes,0,29570342,1/5/23,0:51:45,No
1758,Liam,Martinez,$141.01 ,2,159,Inside,4811830000000000,15000,0.453851146,Yes,Uber,Frisco,81,Highest,Male,Married,Yes,0,54192284,7/31/23,22:13:13,No
1760,Amelia,Lee,$652.53 ,11,850,Inside,4972540000000000,15000,0.516075808,Yes,Amazon,Farmers Branch,85,Highest,Male,Married,No,0,37596478,4/26/23,21:37:44,No
1896,Isabella,Lewis,$128.13 ,8,643,Inside,4607570000000000,5000,0.881512819,Yes,Lift,Rockwall,94,Highest,Female,Married,No,0,23795556,3/22/23,2:31:19,No
1917,John,Taylor,$360.87 ,9,649,Inside,4824310000000000,1000,0.372442843,Yes,Uber,Plano,89,Highest,Male,Married,No,0,54490166,6/21/23,7:43:34,No
1974,Aiden,Garcia,$202.43 ,9,686,Inside,4245460000000000,15000,0.591929862,Yes,Lift,McKinney,86,Highest,Female,Married,No,0,95302222,4/10/23,20:52:49,No
2017,Benjamin,Davis,$113.68 ,7,525,Inside,4113470000000000,40000,0.306688491,Yes,InternationalHolding,Plano,87,Highest,Female,Married,No,0,63730648,1/16/23,14:48:21,No
2086,Benjamin,Taylor,$438.91 ,8,627,Inside,4034610000000000,20000,0.149437054,Yes,Home Depot,Frisco,86,Highest,Female,Married,No,0,44208945,2/15/23,9:38:22,No
2170,Ava,White,$161.48 ,6,495,Inside,4874930000000000,10000,0.119549364,Yes,Home Depot,Frisco,88,Highest,Female,Married,Yes,0,59631697,2/7/23,21:56:12,No
238,Sophia,Jones,$39.52 ,7,546,Inside,4389840000000000,5000,0.011449043,Yes,InternationalHolding,Rockwall,97,Highest,Female,Single,Yes,0,49828415,11/13/23,23:58:49,No
306,Oliver,Harris,$370.64 ,6,515,Inside,4055300000000000,10000,0.456452758,Yes,IBM,Arlington,94,Highest,Male,Single,Yes,0,23239728,6/8/23,2:31:25,No
414,Liam,Smith,$98.56 ,7,554,Inside,4799370000000000,15000,0.917259894,Yes,Lift,Addison,89,Highest,Female,Single,Yes,0,61225736,10/21/23,9:14:45,No
608,Olivia,Lee,$316.74 ,7,527,Inside,4898630000000000,15000,0.39961363,Yes,Home Depot,McKinney,87,Highest,Male,Single,Yes,0,12286075,10/19/23,18:00:40,No
687,Ava,Wilson,$609.68 ,10,743,Inside,4531500000000000,1000,0.246146688,Yes,SMU,Arlington,95,Highest,Female,Single,Yes,0,14988960,1/10/23,3:26:58,No
797,Sophia,Hernandez,$268.91 ,4,347,Inside,4832920000000000,15000,0.18511174,Yes,Starbucks,McKinney,93,Highest,Female,Single,No,0,2827605,3/4/23,7:34:40,No
817,Benjamin,Lee,$51.94 ,6,479,Inside,4951430000000000,20000,0.888717696,Yes,Starbucks,Addison,81,Highest,Male,Single,Yes,0,23716300,10/29/23,15:51:45,No
836,Mia,Williams,$95.69 ,1,153,Inside,4484470000000000,5000,0.951694116,Yes,Netflix,Addison,92,Highest,Female,Single,No,0,63386612,6/26/23,10:53:49,No
870,Ethan,Williams,$323.27 ,6,440,Inside,4706180000000000,10000,0.685635547,Yes,Smoothy King,Plano,99,Highest,Female,Single,No,0,76783501,2/26/23,2:31:18,No
928,John,Harris,$581.35 ,10,797,Inside,4762790000000000,10000,0.233410129,Yes,Netflix,Addison,81,Highest,Male,Single,Yes,0,98601262,6/18/23,15:34:55,No
971,Mia,Wilson,$381.63 ,10,701,Inside,4873190000000000,10000,0.977536902,Yes,Subaru,Frisco,95,Highest,Male,Single,Yes,0,31518697,1/17/23,21:36:24,No
998,Jackson,Anderson,$248.93 ,10,737,Inside,4002600000000000,1000,0.951518645,Yes,Walmart,Irving,81,Highest,Female,Single,No,0,15139449,12/28/23,5:27:30,No
1027,Ethan,White,$315.40 ,6,500,Inside,4678500000000000,15000,0.756299093,Yes,SMU,Irving,97,Highest,Female,Single,Yes,0,67439244,9/21/23,13:28:37,No
1174,Harper,Lee,$625.30 ,9,725,Inside,4083450000000000,15000,0.799085754,Yes,SMU,Rockwall,91,Highest,Female,Single,Yes,0,93691488,6/6/23,13:44:47,No
1205,Liam,Anderson,$27.38 ,8,598,Inside,4625530000000000,10000,0.891972319,Yes,Home Depot,Arlington,101,Highest,Male,Single,Yes,0,25456217,4/28/23,13:27:40,No
1303,Mia,Rodriguez,$647.28 ,9,686,Inside,4111050000000000,5000,0.342938564,Yes,Subaru,Irving,96,Highest,Male,Single,No,0,61241491,5/19/23,21:29:10,No
1474,Michael,Lewis,$336.19 ,10,722,Inside,4601070000000000,1000,0.880606368,Yes,IBM,Frisco,90,Highest,Female,Single,No,0,84878130,9/29/23,20:25:24,No
1578,Oliver,Lee,$196.14 ,8,574,Inside,4686880000000000,10000,0.220951025,Yes,Amazon,Plano,90,Highest,Female,Single,Yes,0,69220734,9/3/23,2:29:36,No
1680,Mia,Williams,$577.76 ,9,665,Inside,4266990000000000,10000,0.979461689,Yes,Lift,Dallas,100,Highest,Female,Single,Yes,0,3675230,1/1/23,12:46:50,No
1700,Alexander,Perez,$299.75 ,7,589,Inside,4027840000000000,1000,0.156297272,Yes,Walmart,Rockwall,93,Highest,Female,Single,Yes,0,50404780,10/28/23,6:56:50,No
1779,Ethan,Wilson,$196.49 ,10,769,Inside,4731460000000000,40000,0.145482243,Yes,Netflix,Rockwall,86,Highest,Female,Single,No,0,3234290,8/14/23,11:52:22,No
1863,Mia,Davis,$558.70 ,8,592,Inside,4654850000000000,1000,0.425991363,Yes,Honda,Arlington,95,Highest,Male,Single,No,0,48905206,4/12/23,10:19:42,No
1870,Elijah,Taylor,$240.59 ,6,495,Inside,4759500000000000,15000,0.001726043,Yes,Smoothy King,Plano,82,Highest,Female,Single,No,0,70017539,6/22/23,5:36:54,No
1882,Lucas,Williams,$42.64 ,10,735,Inside,4147050000000000,5000,0.171560196,Yes,Subaru,McKinney,89,Highest,Female,Single,No,0,56783944,4/14/23,12:33:00,No
1962,Harper,Taylor,$275.44 ,8,563,Inside,4884230000000000,5000,0.184147324,Yes,IBM,Arlington,101,Highest,Female,Single,No,0,16164365,5/6/23,10:08:23,No
1994,Elijah,Lee,$76.23 ,6,430,Inside,4604210000000000,10000,0.60520807,Yes,Smoothy King,Plano,101,Highest,Female,Single,Yes,0,22299169,6/28/23,21:47:28,No
2009,Elijah,Hernandez,$125.15 ,8,644,Inside,4217010000000000,5000,0.337964575,Yes,InternationalHolding,McKinney,101,Highest,Male,Single,No,0,23299474,8/14/23,20:11:05,No
2047,Jackson,Davis,$255.45 ,5,385,Inside,4233560000000000,5000,0.809848519,Yes,SMU,Irving,85,Highest,Male,Single,Yes,0,50338161,1/10/23,22:59:40,No
2081,Michael,Thomas,$15.28 ,4,297,Inside,4399900000000000,40000,0.40957381,Yes,SMU,Plano,95,Highest,Male,Single,Yes,0,84370431,10/3/23,7:28:06,No
2132,Liam,Davis,$96.63 ,6,477,Inside,4793500000000000,10000,0.250824721,Yes,Subaru,Frisco,101,Highest,Male,Single,Yes,0,89750686,9/3/23,16:35:56,No
2166,Isabella,Clark,$687.89 ,10,754,Inside,4999750000000000,15000,0.675292665,Yes,Lift,Rockwall,97,Highest,Male,Single,No,0,38509023,3/20/23,13:42:18,No
2180,Ava,Anderson,$117.29 ,5,440,Inside,4827870000000000,5000,0.379717377,Yes,Lift,Addison,87,Highest,Male,Single,Yes,0,92254659,8/7/23,14:28:57,No
2183,Harper,Gonzalez,$462.13 ,6,511,Inside,4440820000000000,15000,0.773216171,Yes,InternationalHolding,Rockwall,82,Highest,Female,Single,No,0,95332678,2/27/23,7:41:34,No
2202,Mia,Lee,$237.58 ,10,735,Inside,4914880000000000,10000,0.099523707,Yes,Honda,Farmers Branch,90,Highest,Female,Single,Yes,0,99147259,8/27/23,9:52:17,No
14, Charlotte  , Thomas,$16.61 ,3,238,Inside,2326986769992740,40000,0.735858935,Yes,Starbucks,Dallas,450,Highest,M,Widowed,Yes,0,85428188,8/7/24,9:16:07,No
244,Ethan,Lewis,$495.14 ,10,774,Inside,4104390000000000,20000,0.327903355,Yes,Subaru,Irving,100,Highest,Female,Widowed,Yes,0,63649789,3/20/23,9:33:41,No
312,Jackson,Davis,$648.72 ,10,790,Inside,4041390000000000,15000,0.585543199,Yes,Lift,Plano,83,Highest,Female,Widowed,Yes,0,11093822,9/8/23,17:09:35,No
356,Mia,Anderson,$199.00 ,3,268,Inside,4936000000000000,10000,0.262857697,Yes,Subaru,Arlington,95,Highest,Male,Widowed,No,0,10376324,12/15/23,8:24:53,No
360,Jackson,Clark,$359.43 ,8,641,Inside,4896850000000000,15000,0.275676038,Yes,SMU,Arlington,93,Highest,Male,Widowed,Yes,0,72997815,12/31/23,8:47:29,No
361,Jackson,Davis,$427.72 ,8,644,Inside,4893270000000000,1000,0.468495945,Yes,Netflix,Frisco,83,Highest,Female,Widowed,Yes,0,55885790,3/13/23,21:27:37,No
514,Liam,Perez,$188.01 ,5,375,Inside,4909780000000000,1000,0.745584151,Yes,Apple,Arlington,87,Highest,Male,Widowed,No,0,85161872,5/5/23,1:27:27,No
610,Alexander,Lee,$44.17 ,3,307,Inside,4798480000000000,20000,0.508307154,Yes,SMU,Farmers Branch,98,Highest,Male,Widowed,Yes,0,74321012,4/26/23,1:33:20,No
630,Aiden,Martinez,$38.42 ,10,726,Inside,4264980000000000,10000,0.080795239,Yes,InternationalHolding,Plano,93,Highest,Female,Widowed,No,0,21351634,11/10/23,5:46:14,No
643,Isabella,Perez,$136.86 ,5,368,Inside,4793840000000000,15000,0.239290733,Yes,McDonald's,Dallas,85,Highest,Male,Widowed,Yes,0,64867742,8/1/23,23:24:50,No
707,Mia,White,$535.70 ,7,573,Inside,4231320000000000,20000,0.026832844,Yes,Smoothy King,Irving,81,Highest,Female,Widowed,Yes,0,92507561,7/24/23,2:46:38,No
729,Ava,Hernandez,$37.94 ,7,541,Inside,4776910000000000,1000,0.91218761,Yes,SMU,McKinney,88,Highest,Male,Widowed,No,0,65705431,9/11/23,11:02:35,No
951,Elijah,Garcia,$146.06 ,4,357,Inside,4864210000000000,15000,0.507245464,Yes,Smoothy King,McKinney,84,Highest,Male,Widowed,No,0,9099921,8/5/23,22:30:11,No
1032,Ava,Wilson,$120.06 ,6,427,Inside,4421380000000000,10000,0.71731967,Yes,Home Depot,Addison,98,Highest,Male,Widowed,Yes,0,90693212,10/19/23,9:22:11,No
1194,Michael,Rodriguez,$282.91 ,4,298,Inside,4096750000000000,20000,0.75531964,Yes,Smoothy King,Rockwall,92,Highest,Female,Widowed,Yes,0,49007814,2/9/23,23:58:19,No
1215,Lucas,Williams,$346.61 ,8,620,Inside,4522480000000000,40000,0.570168043,Yes,Starbucks,Plano,100,Highest,Female,Widowed,No,0,54371916,9/4/23,7:54:25,No
1350,Amelia,Thomas,$287.84 ,9,663,Inside,4096130000000000,15000,0.552653508,Yes,Amazon,McKinney,97,Highest,Male,Widowed,No,0,30884431,9/8/23,21:11:04,No
1352,Charlotte,Thomas,$18.75 ,2,226,Inside,4953560000000000,1000,0.581470233,Yes,Honda,Plano,93,Highest,Female,Widowed,No,0,10989618,2/9/23,2:02:49,No
1353,Alexander,Gonzalez,$105.83 ,5,437,Inside,4764140000000000,1000,0.840027793,Yes,Lift,Addison,89,Highest,Male,Widowed,No,0,7185957,10/8/23,23:16:24,No
1440,Liam,White,$51.84 ,9,695,Inside,4110050000000000,20000,0.112565157,Yes,Uber,Irving,91,Highest,Male,Widowed,Yes,0,89475190,9/13/23,8:54:16,No
1497,Mia,Clark,$556.13 ,10,760,Inside,4464250000000000,1000,0.638979946,Yes,Starbucks,Arlington,82,Highest,Male,Widowed,Yes,0,23394493,12/28/23,20:12:03,No
1531,Michael,Harris,$482.42 ,7,539,Inside,4046660000000000,40000,0.355528579,Yes,Smoothy King,McKinney,87,Highest,Male,Widowed,No,0,85050715,11/18/23,11:43:26,No
1629,Benjamin,Garcia,$467.69 ,8,655,Inside,4505270000000000,5000,0.639277186,Yes,SMU,Dallas,97,Highest,Female,Widowed,No,0,12524126,5/25/23,22:49:23,No
1705,Olivia,Thomas,$530.42 ,8,590,Inside,4641120000000000,40000,0.075828501,Yes,Uber,Addison,94,Highest,Male,Widowed,Yes,0,6057280,12/6/23,5:02:16,No
1735,Isabella,Wilson,$120.87 ,4,298,Inside,4077130000000000,20000,0.665436538,Yes,Uber,Farmers Branch,99,Highest,Female,Widowed,No,0,55805948,2/10/23,19:25:15,No
1744,John,Lewis,$95.65 ,9,657,Inside,4599690000000000,10000,0.107080865,Yes,Honda,McKinney,94,Highest,Male,Widowed,Yes,0,8600570,4/21/23,14:07:13,No
1755,Benjamin,Rodriguez,$677.95 ,10,737,Inside,4780890000000000,20000,0.490664728,Yes,Netflix,Rockwall,89,Highest,Male,Widowed,Yes,0,39668956,2/4/23,15:41:58,No
1768,Olivia,Perez,$541.95 ,8,637,Inside,4401970000000000,40000,0.664794546,Yes,McDonald's,McKinney,96,Highest,Female,Widowed,Yes,0,86771263,8/8/23,22:15:00,No
1808,Sophia,Smith,$430.86 ,9,721,Inside,4547150000000000,10000,0.325893221,Yes,Honda,Plano,91,Highest,Male,Widowed,No,0,37172735,8/12/23,2:01:29,No
1812,Sophia,Lewis,$134.92 ,8,588,Inside,4615400000000000,5000,0.81080979,Yes,InternationalHolding,Addison,99,Highest,Female,Widowed,No,0,94399377,12/25/23,16:03:20,No
1815,Harper,Taylor,$368.68 ,7,569,Inside,4012850000000000,10000,0.647106726,Yes,Walmart,Arlington,87,Highest,Female,Widowed,No,0,50253320,12/20/23,6:49:07,No
1846,Ava,Williams,$284.95 ,8,631,Inside,4941480000000000,40000,0.542663821,Yes,Uber,Plano,98,Highest,Male,Widowed,No,0,71443018,7/11/23,2:04:05,No
1892,Amelia,Smith,$49.80 ,6,456,Inside,4114160000000000,20000,0.293884832,Yes,Walmart,Addison,90,Highest,Female,Widowed,Yes,0,74725917,12/20/23,21:00:15,No
1909,Mia,Perez,$472.30 ,9,644,Inside,4690790000000000,10000,0.206727261,Yes,Home Depot,Dallas,93,Highest,Male,Widowed,No,0,58155069,3/25/23,17:04:49,No
1911,Logan,Thomas,$172.53 ,5,408,Inside,4313030000000000,10000,0.959102195,Yes,Walmart,Farmers Branch,94,Highest,Male,Widowed,No,0,14210658,9/8/23,22:17:19,No
2124,Benjamin,Smith,$161.68 ,10,715,Inside,4495140000000000,5000,0.913356029,Yes,Home Depot,Dallas,91,Highest,Male,Widowed,Yes,0,43729308,2/17/23,10:02:07,No
2190,Benjamin,Hernandez,$256.97 ,4,328,Inside,4453720000000000,20000,0.422752053,Yes,IBM,Farmers Branch,97,Highest,Female,Widowed,No,0,71841067,9/22/23,11:37:01,No
2194,Ava,Gonzalez,$404.12 ,10,788,Inside,4952090000000000,20000,0.539224488,Yes,Uber,Arlington,92,Highest,Male,Widowed,No,0,56361946,12/29/23,2:20:39,No
155, Elijah    , Perkins,$92.97 ,7,566,Inside,6587484355577300,20000,0.422008213,Yes,900lbs,Frisco,30,Low,M,Divorced,Yes,0,23502696,5/17/24,7:05:04,No
231,Mia,Davis,$71.60 ,11,829,Inside,4260090000000000,40000,0.13465079,Yes,Starbucks,Arlington,22,Low,Female,Divorced,No,0,87848582,1/24/23,10:57:40,No
251,Michael,Lee,$547.33 ,11,866,Inside,4880470000000000,5000,0.803064,Yes,Amazon,Irving,22,Low,Female,Divorced,No,0,71528662,12/22/23,14:34:15,No
408,Elijah,White,$23.22 ,1,70,Inside,4961340000000000,20000,0.874081161,Yes,Walmart,Dallas,23,Low,Male,Divorced,No,0,57039784,1/26/23,21:21:22,No
422,Olivia,Wilson,$184.04 ,6,444,Inside,4341760000000000,5000,0.302646634,Yes,SMU,Frisco,22,Low,Male,Divorced,No,0,53782871,8/18/23,14:37:15,No
520,Mia,Williams,$342.80 ,11,787,Inside,4417390000000000,5000,0.593392171,Yes,Walmart,Frisco,29,Low,Male,Divorced,Yes,0,77978464,4/13/23,12:33:29,No
557,Michael,Perez,$108.50 ,1,146,Inside,4269340000000000,10000,0.360074462,Yes,Lift,Irving,30,Low,Female,Divorced,Yes,0,89975735,10/1/23,1:55:17,No
657,Harper,Jones,$208.62 ,9,708,Inside,4964510000000000,10000,0.987251569,Yes,McDonald's,Frisco,29,Low,Male,Divorced,Yes,0,84778064,8/17/23,7:56:40,No
704,Sophia,Anderson,$354.91 ,11,770,Inside,4454860000000000,5000,0.287908558,Yes,Smoothy King,Farmers Branch,19,Low,Male,Divorced,Yes,0,45881210,1/22/23,0:42:33,No
738,Amelia,Williams,$357.88 ,6,479,Inside,4490750000000000,1000,0.706209988,Yes,Amazon,Frisco,24,Low,Male,Divorced,No,0,21162862,10/14/23,20:40:46,No
