CCNum,MinUsualAmount,MaxUsualAmount,CC,SourceOutsideUsual,Amount,OnlinePurchase,TransactionNumber,IsFraud,OutsideUsualAmount
6816773098197550,2,219,6816773098197550,No,776.09,Yes,24644493,0,Yes
4674250000000000,5,387,4674250000000000,No,489.26,Yes,85969264,0,Yes
4217950000000000,1,104,4217950000000000,No,438.02,Yes,54124360,0,Yes
4788190000000000,1,116,4788190000000000,No,447.17,Yes,59921610,0,Yes
4288320000000000,4,320,4288320000000000,No,657.05,Yes,76330123,0,Yes
4823840000000000,1,142,4823840000000000,No,321.71,Yes,39578595,0,Yes
4056990000000000,4,336,4056990000000000,No,648.88,Yes,92085918,0,Yes
4587910000000000,2,149,4587910000000000,No,660.35,Yes,50594622,0,Yes
4194780000000000,4,351,4194780000000000,No,397.74,Yes,76399973,0,Yes
4670670000000000,2,157,4670670000000000,No,201.89,Yes,58761375,0,Yes
4937250000000000,7,569,4937250000000000,No,628.09,Yes,72345582,0,Yes
4964440000000000,2,158,4964440000000000,No,190.33,Yes,13846489,1,Yes
4338720000000000,3,290,4338720000000000,No,638.74,Yes,62922326,0,Yes
4259230000000000,2,204,4259230000000000,No,575.24,Yes,11583999,0,Yes
4869260000000000,4,306,4869260000000000,No,437.52,Yes,79568964,0,Yes
4565740000000000,2,192,4565740000000000,No,600.12,Yes,44298729,0,Yes
4240040000000000,4,284,4240040000000000,No,387.71,Yes,84890048,0,Yes
4745540000000000,4,312,4745540000000000,No,312.59,Yes,39512771,0,Yes
4139880000000000,4,334,4139880000000000,No,523.27,Yes,7716470,0,Yes
4223240000000000,6,464,4223240000000000,No,533.2,Yes,33621764,0,Yes
4450670000000000,3,253,4450670000000000,No,358.5,Yes,21467072,0,Yes
4001600000000000,4,288,4001600000000000,No,350.39,Yes,67194531,0,Yes
4408150000000000,2,219,4408150000000000,No,520.98,Yes,97984814,0,Yes
4916570000000000,4,350,4916570000000000,No,376.37,No,96146206,0,Yes
4101920000000000,8,570,4101920000000000,No,574.4,No,94052169,0,Yes
4601780000000000,5,391,4601780000000000,No,677.35,No,52820493,0,Yes
4647870000000000,5,449,4647870000000000,No,501.65,No,92276345,0,Yes
4045800000000000,2,173,4045800000000000,No,300.51,No,62920152,0,Yes
4240050000000000,4,344,4240050000000000,No,393.86,No,73689391,0,Yes
4287110000000000,5,383,4287110000000000,No,493.17,No,64925129,0,Yes
4723730000000000,1,109,4723730000000000,No,657.44,No,67259815,0,Yes
4962500000000000,7,498,4962500000000000,No,619.39,No,90427963,0,Yes
4291600000000000,2,218,4291600000000000,No,498.99,No,98900073,0,Yes
4363060000000000,2,172,4363060000000000,No,367.1,No,67027248,0,Yes
4667420000000000,3,271,4667420000000000,No,365.61,No,21174238,0,Yes
4477890000000000,3,272,4477890000000000,No,554.56,No,86489156,0,Yes
4166410000000000,5,407,4166410000000000,No,485.57,No,89130008,0,Yes
4535000000000000,2,229,4535000000000000,No,517.24,No,76552616,0,Yes
4242400000000000,3,212,4242400000000000,No,462.53,No,87203689,0,Yes
4405520000000000,4,343,4405520000000000,No,585.54,No,22238693,0,Yes
4485140000000000,5,355,4485140000000000,No,540.98,No,92102186,0,Yes
4476670000000000,3,283,4476670000000000,No,652.99,No,84867016,0,Yes
4651470000000000,5,405,4651470000000000,No,642.63,No,58033803,0,Yes
4439080000000000,1,152,4439080000000000,No,262.03,No,50074518,0,Yes
4232650000000000,6,507,4232650000000000,No,674.35,No,62485484,0,Yes
4180460000000000,3,276,4180460000000000,No,483.91,No,88993031,0,Yes
4705850000000000,4,373,4705850000000000,No,695.45,No,40576318,0,Yes
4137060000000000,7,510,4137060000000000,No,559.93,No,91994610,0,Yes
4242430000000000,3,259,4242430000000000,No,689.17,No,41476207,0,Yes
4835610000000000,3,216,4835610000000000,No,652.18,No,40887315,0,Yes
4098200000000000,1,156,4098200000000000,No,550.38,No,69663147,0,Yes
4420260000000000,3,248,4420260000000000,No,518.01,No,83067385,0,Yes
4762340000000000,2,224,4762340000000000,No,306.29,No,51189026,0,Yes
4833120000000000,4,289,4833120000000000,No,460.15,No,92960728,0,Yes
4938800000000000,3,304,4938800000000000,No,344.87,No,52386553,0,Yes
4720600000000000,3,285,4720600000000000,No,563.23,No,91172320,0,Yes
4536020000000000,3,243,4536020000000000,No,522.6,No,92935289,0,Yes
4930190000000000,1,87,4930190000000000,No,582.71,No,33846088,0,Yes
4629440000000000,2,189,4629440000000000,No,464.31,No,70862862,0,Yes
4430360000000000,2,189,4430360000000000,No,608.58,No,62361564,0,Yes
4375530000000000,3,234,4375530000000000,No,265.57,No,32897958,0,Yes
4931300000000000,1,135,4931300000000000,No,186.41,No,57657990,0,Yes
4505670000000000,2,147,4505670000000000,No,249.17,No,55394663,0,Yes
4812440000000000,4,371,4812440000000000,No,618.75,No,47878980,0,Yes
4025310000000000,2,233,4025310000000000,No,620.08,No,20439564,0,Yes
4961740000000000,5,391,4961740000000000,No,577.48,No,64795690,0,Yes
4266610000000000,3,305,4266610000000000,No,379.29,No,52578258,0,Yes
4063680000000000,3,250,4063680000000000,No,456.29,No,69924474,0,Yes
4171120000000000,1,105,4171120000000000,No,248.87,No,61057715,0,Yes
4995710000000000,2,168,4995710000000000,No,366.12,No,67811140,0,Yes
4187080000000000,5,381,4187080000000000,No,510.82,No,3310192,0,Yes
4498880000000000,6,465,4498880000000000,No,643.83,No,80964124,0,Yes
4018870000000000,2,225,4018870000000000,No,247.79,No,30116303,0,Yes
4877260000000000,1,113,4877260000000000,No,317.29,No,97929406,0,Yes
4843760000000000,6,432,4843760000000000,No,609.07,No,15666333,0,Yes
4345340000000000,7,541,4345340000000000,No,670.15,No,42940964,0,Yes
4707420000000000,7,518,4707420000000000,No,664.47,No,39581800,0,Yes
4712680000000000,2,167,4712680000000000,No,550.82,No,71356364,0,Yes
4169210000000000,1,131,4169210000000000,No,527.21,No,59326429,0,Yes
4772160000000000,3,220,4772160000000000,No,238.05,No,26723953,0,Yes
4304190000000000,5,415,4304190000000000,No,658.44,No,52206351,0,Yes
4913690000000000,2,169,4913690000000000,No,347.64,No,85529878,0,Yes
4089150000000000,2,197,4089150000000000,No,638.97,No,19228728,0,Yes
4638000000000000,1,95,4638000000000000,No,286.6,No,59705163,0,Yes
4940780000000000,6,496,4940780000000000,No,631.59,No,13282248,0,Yes
4010860000000000,1,113,4010860000000000,No,524.25,No,78161356,0,Yes
4270870000000000,3,214,4270870000000000,No,554.69,No,8696863,0,Yes
4135130000000000,3,302,4135130000000000,No,410.25,No,89801198,0,Yes
4882710000000000,3,292,4882710000000000,No,452.74,No,29668679,0,Yes
4864350000000000,8,573,4864350000000000,No,630.6,No,21756253,0,Yes
4666130000000000,3,300,4666130000000000,No,676.91,No,76040871,0,Yes
4422060000000000,2,178,4422060000000000,No,351.31,No,87979107,0,Yes
4109140000000000,3,252,4109140000000000,No,365.25,No,67912630,0,Yes
4781230000000000,4,347,4781230000000000,No,542.53,No,12222075,0,Yes
4426010000000000,3,302,4426010000000000,No,344.01,No,43307267,0,Yes
4440200000000000,1,140,4440200000000000,No,438.63,No,55037361,0,Yes
4418460000000000,5,381,4418460000000000,No,545.37,No,24686034,0,Yes
4804240000000000,3,269,4804240000000000,No,491.53,No,79846245,0,Yes
4616310000000000,2,162,4616310000000000,No,581.35,No,2181797,0,Yes
4859400000000000,5,368,4859400000000000,No,429.14,No,93383654,0,Yes
4183790000000000,4,288,4183790000000000,No,578.7,No,97076463,0,Yes
4632420000000000,2,143,4632420000000000,No,157.65,No,97785487,0,Yes
4085110000000000,2,145,4085110000000000,No,685.18,No,32391614,0,Yes
4060560000000000,3,238,4060560000000000,No,271.74,No,19713562,0,Yes
4312290000000000,5,413,4312290000000000,No,592.07,No,1469455,0,Yes
4980640000000000,1,92,4980640000000000,No,230.83,No,1344715,0,Yes
4217940000000000,3,214,4217940000000000,No,393.41,No,6115912,0,Yes
4666010000000000,8,575,4666010000000000,No,687.27,No,22226094,0,Yes
4738620000000000,3,265,4738620000000000,No,386.78,No,82331284,0,Yes
4228730000000000,7,526,4228730000000000,No,591.41,No,25884211,0,Yes
4447910000000000,1,164,4447910000000000,No,203.25,No,90561282,0,Yes
4990520000000000,5,401,4990520000000000,No,435.79,No,68037529,0,Yes
4982430000000000,3,264,4982430000000000,No,691.04,No,88992192,0,Yes
4483330000000000,2,197,4483330000000000,No,581.89,No,41881336,0,Yes
4638480000000000,2,145,4638480000000000,No,460.93,No,99553119,0,Yes
4871660000000000,3,292,4871660000000000,No,321.46,No,19929392,0,Yes
4671160000000000,4,291,4671160000000000,No,685.11,No,40152028,0,Yes
4671160000000000,10,775,4671160000000000,No,685.11,No,40152028,0,No
4671160000000000,4,291,4671160000000000,No,638.57,No,1806673,0,Yes
4671160000000000,10,775,4671160000000000,No,638.57,No,1806673,0,No
4977200000000000,6,433,4977200000000000,No,497.48,No,61135097,0,Yes
4955100000000000,5,360,4955100000000000,No,572.93,No,64419459,0,Yes
4160350000000000,8,579,4160350000000000,No,676.67,No,22018480,0,Yes
4269680000000000,3,300,4269680000000000,No,622.68,No,87061612,0,Yes
4824880000000000,7,539,4824880000000000,No,655.84,No,8509299,0,Yes
4146720000000000,1,114,4146720000000000,No,170.69,No,58153548,0,Yes
4363820000000000,2,148,4363820000000000,No,180.97,No,22232708,0,Yes
4776680000000000,2,186,4776680000000000,No,549.88,No,76681111,0,Yes
4574870000000000,7,524,4574870000000000,No,683.71,No,78920768,0,Yes
4240650000000000,6,504,4240650000000000,No,512.3,No,11766964,0,Yes
4246210000000000,4,370,4246210000000000,No,389.09,No,42355605,0,Yes
4448280000000000,6,428,4448280000000000,No,505.24,No,79830128,0,Yes
4993910000000000,3,293,4993910000000000,No,352.83,No,44649879,0,Yes
4810310000000000,5,434,4810310000000000,No,528.44,No,63897329,0,Yes
4817430000000000,2,195,4817430000000000,No,653.96,No,65223325,0,Yes
4635790000000000,2,153,4635790000000000,No,683.1,No,12698688,0,Yes
4002720000000000,3,309,4002720000000000,No,628.46,No,41218572,0,Yes
4428410000000000,6,459,4428410000000000,No,660.82,No,82936813,0,Yes
4457190000000000,3,244,4457190000000000,No,335.69,No,13929540,0,Yes
4024290000000000,2,235,4024290000000000,No,380.5,No,99503577,0,Yes
4935050000000000,2,189,4935050000000000,No,565.81,No,53240330,0,Yes
4515190000000000,2,236,4515190000000000,No,299.2,No,91897863,0,Yes
4368270000000000,2,168,4368270000000000,No,268.11,No,91386214,0,Yes
4020090000000000,1,146,4020090000000000,No,570.63,No,4652589,0,Yes
4651800000000000,6,478,4651800000000000,No,528.77,No,95272721,0,Yes
4847360000000000,8,570,4847360000000000,No,580.13,No,19970796,0,Yes
4332440000000000,1,74,4332440000000000,No,360.78,No,73140178,0,Yes
4715030000000000,4,369,4715030000000000,No,569.4,No,19975633,0,Yes
4964120000000000,2,199,4964120000000000,No,633.43,No,94053098,0,Yes
4301750000000000,3,292,4301750000000000,No,472.33,No,47922947,0,Yes
4860680000000000,6,472,4860680000000000,No,571.67,No,76487041,0,Yes
4326380000000000,4,368,4326380000000000,No,451.65,No,98158839,0,Yes
4290990000000000,2,203,4290990000000000,No,676.95,No,65853364,0,Yes
4632580000000000,2,205,4632580000000000,No,514.13,No,17062778,0,Yes
4071420000000000,4,300,4071420000000000,No,486.8,No,84038374,0,Yes
4845620000000000,2,198,4845620000000000,No,218.76,No,73415489,0,Yes
4671690000000000,7,589,4671690000000000,No,628.32,No,98784932,0,Yes
4792950000000000,6,491,4792950000000000,No,515.58,No,33539873,0,Yes
4207180000000000,4,369,4207180000000000,No,440.42,No,51854624,0,Yes
4188450000000000,1,107,4188450000000000,No,326.02,No,98662264,0,Yes
4116230000000000,8,611,4116230000000000,No,632.39,No,6519197,0,Yes
4216960000000000,7,506,4216960000000000,No,519.09,No,84585676,0,Yes
4556160000000000,3,225,4556160000000000,No,415.59,No,3636792,0,Yes
4096410000000000,8,581,4096410000000000,No,640.66,No,46938484,0,Yes
4599720000000000,4,379,4599720000000000,No,668.95,No,46105843,0,Yes
4162460000000000,4,298,4162460000000000,No,504.01,No,37261981,0,Yes
4676880000000000,3,217,4676880000000000,No,476.67,No,61484373,0,Yes
4968420000000000,3,297,4968420000000000,No,458.99,No,66243485,0,Yes
4309790000000000,5,379,4309790000000000,No,479.27,No,70386324,0,Yes
4591260000000000,4,378,4591260000000000,No,549.49,No,38593387,0,Yes
4976730000000000,9,646,4976730000000000,No,2.61,No,58347208,0,Yes
4295520000000000,2,148,4295520000000000,No,291.98,No,65664778,0,Yes
4663970000000000,9,635,4663970000000000,No,669.83,No,38017600,0,Yes
4206790000000000,1,131,4206790000000000,No,678.06,No,98949533,0,Yes
4424500000000000,4,292,4424500000000000,No,3.33,No,68360701,0,Yes
4141250000000000,8,584,4141250000000000,No,683.1,No,26229479,0,Yes
4003530000000000,1,84,4003530000000000,No,356.98,No,95825123,0,Yes
4196190000000000,6,471,4196190000000000,No,630.03,No,46706994,0,Yes
4229210000000000,4,296,4229210000000000,No,548.86,No,89779368,0,Yes
4869740000000000,4,289,4869740000000000,No,481.44,No,24243844,0,Yes
4408990000000000,3,237,4408990000000000,No,465.7,No,59507721,0,Yes
4099370000000000,3,240,4099370000000000,No,648.1,No,95444881,0,Yes
4654470000000000,7,526,4654470000000000,No,693.45,No,27944081,0,Yes
4680700000000000,3,245,4680700000000000,No,381.31,No,60722666,0,Yes
4558530000000000,1,110,4558530000000000,No,411.7,No,18639936,0,Yes
4619720000000000,5,421,4619720000000000,No,485.18,No,82677564,0,Yes
4321220000000000,3,288,4321220000000000,No,323.34,No,43985846,0,Yes
4557270000000000,4,348,4557270000000000,No,598.02,No,53813170,0,Yes
4898660000000000,6,517,4898660000000000,No,564.8,No,66877835,0,Yes
4171570000000000,2,196,4171570000000000,No,232.49,No,96423923,0,Yes
4422280000000000,4,292,4422280000000000,No,519.46,No,61621610,0,Yes
4815170000000000,8,595,4815170000000000,No,610.38,No,9803309,0,Yes
4736690000000000,1,152,4736690000000000,No,245.41,No,83773463,0,Yes
4132610000000000,7,578,4132610000000000,No,609.25,No,57784701,0,Yes
4460210000000000,3,289,4460210000000000,No,659.36,No,80539012,0,Yes
4139120000000000,4,310,4139120000000000,No,389.03,No,39104150,0,Yes
4037720000000000,4,294,4037720000000000,No,366.59,No,51392722,0,Yes
4037720000000000,4,321,4037720000000000,No,366.59,No,51392722,0,Yes
4037720000000000,4,294,4037720000000000,No,269.37,Yes,24886633,0,No
4037720000000000,4,321,4037720000000000,No,269.37,Yes,24886633,0,No
4628930000000000,3,239,4628930000000000,No,615.18,No,81555204,0,Yes
4882600000000000,1,165,4882600000000000,No,626.38,No,26772549,0,Yes
4917430000000000,2,141,4917430000000000,No,354.39,No,20083241,0,Yes
4101200000000000,2,180,4101200000000000,No,284.45,No,57238234,0,Yes
4105210000000000,7,501,4105210000000000,No,531.93,No,12182299,0,Yes
4991780000000000,7,574,4991780000000000,No,606.75,No,22631942,0,Yes
4433150000000000,8,571,4433150000000000,No,631.65,No,69526895,0,Yes
4090970000000000,5,364,4090970000000000,No,540.2,No,69952976,0,Yes
4983970000000000,8,613,4983970000000000,No,689.41,No,1828210,0,Yes
4338800000000000,2,227,4338800000000000,No,414.86,No,86162970,0,Yes
4338800000000000,8,601,4338800000000000,No,414.86,No,86162970,0,No
4338800000000000,2,227,4338800000000000,No,226.28,No,42444918,0,No
4338800000000000,8,601,4338800000000000,No,226.28,No,42444918,0,No
4341600000000000,4,289,4341600000000000,No,667.43,No,52758919,0,Yes
4494250000000000,3,226,4494250000000000,No,638.77,No,45333745,0,Yes
4381060000000000,1,128,4381060000000000,No,257.4,No,13436366,0,Yes
4626640000000000,8,573,4626640000000000,No,649.98,No,42927394,0,Yes
4439000000000000,5,417,4439000000000000,No,604.33,No,72433534,0,Yes
4266666613264540,6,424,4266666613264540,No,697.69,No,89730213,1,Yes
4018640000000000,4,297,4018640000000000,No,403.93,No,28674080,0,Yes
4895720000000000,2,188,4895720000000000,No,633.02,No,66069752,0,Yes
4961810000000000,3,258,4961810000000000,No,606.36,No,18275524,0,Yes
4183750000000000,2,180,4183750000000000,No,553.51,No,27808007,1,Yes
4449500000000000,7,495,4449500000000000,No,621.35,No,9278491,0,Yes
4451900000000000,5,357,4451900000000000,No,398.86,No,21790991,1,Yes
4847200000000000,3,270,4847200000000000,No,477.04,No,52571980,0,Yes
4317830000000000,2,170,4317830000000000,No,342.17,No,33862746,0,Yes
4578480000000000,4,315,4578480000000000,No,346.68,No,82854554,1,Yes
4966150000000000,6,517,4966150000000000,No,634.43,No,70935844,0,Yes
4768590000000000,5,353,4768590000000000,No,582.41,No,88861099,0,Yes
4799210000000000,1,84,4799210000000000,No,168.94,No,39022572,1,Yes
4126670000000000,6,434,4126670000000000,No,590.56,No,33712396,1,Yes
4758490000000000,2,181,4758490000000000,No,574.66,No,96329725,0,Yes
4514650000000000,2,161,4514650000000000,No,267.16,No,4603882,0,Yes
4975000000000000,9,649,4975000000000000,No,649.01,No,25179886,0,Yes
4481890000000000,1,134,4481890000000000,No,439.9,No,13564605,0,Yes
4662270000000000,4,352,4662270000000000,No,587.07,No,69463672,0,Yes
4495660000000000,5,376,4495660000000000,No,535.82,No,50757573,0,Yes
4652240000000000,2,173,4652240000000000,No,190.89,No,13860285,0,Yes
4289720000000000,4,319,4289720000000000,No,447.03,No,78805091,0,Yes
4276800000000000,7,519,4276800000000000,No,527.48,No,22830441,0,Yes
4225110000000000,1,103,4225110000000000,No,258.76,No,33292914,0,Yes
4067380000000000,3,292,4067380000000000,No,506.52,No,77358610,0,Yes
4435030000000000,3,272,4435030000000000,No,393.6,No,20491453,0,Yes
4863190000000000,1,113,4863190000000000,No,261.07,No,6020221,0,Yes
4491910000000000,8,604,4491910000000000,No,606.35,No,95472586,0,Yes
4842180000000000,3,288,4842180000000000,No,340.47,No,41293030,0,Yes
4318180000000000,8,571,4318180000000000,No,641.58,No,2137855,0,Yes
4749580000000000,6,450,4749580000000000,No,672.57,No,34927373,0,Yes
4503270000000000,8,583,4503270000000000,No,598.08,No,96385090,0,Yes
4713410000000000,4,354,4713410000000000,No,377.77,No,7611119,0,Yes
4388270000000000,2,218,4388270000000000,No,533.35,No,25924410,0,Yes
4273310000000000,5,426,4273310000000000,No,491.07,No,89264650,0,Yes
3910045845506040,4,345,3910045845506040,No,475.99,No,93634228,0,Yes
8321691178398960,3,296,8321691178398960,No,452.22,No,96068975,0,Yes
4781239570646980,3,211,4781239570646980,No,564.35,No,8857119,0,Yes
2334941235851140,6,480,2334941235851140,No,706.11,No,58151917,0,Yes
9262644553364390,4,281,9262644553364390,No,328.02,No,83427849,0,Yes
6384607615321050,5,385,6384607615321050,No,390.81,No,40548759,0,Yes
4103187166834920,8,614,4103187166834920,No,659.67,No,14053764,1,Yes
4241022032649590,8,606,4241022032649590,No,886.69,No,46615123,0,Yes
1751275969097130,2,180,1751275969097130,No,552.62,No,90125378,0,Yes
6509428062118370,1,123,6509428062118370,No,202.33,No,14950640,0,Yes
4724480000000000,3,242,4724480000000000,No,281.03,No,15316844,0,Yes
4349440000000000,2,141,4349440000000000,No,260.27,No,6437637,0,Yes
4632260000000000,2,187,4632260000000000,No,204.08,No,67368113,0,Yes
4321470000000000,8,569,4321470000000000,No,661.35,No,5373250,0,Yes
4970790000000000,3,287,4970790000000000,No,616.78,No,82810148,0,Yes
4162030000000000,3,296,4162030000000000,No,466.43,No,94058832,0,Yes
4102490000000000,5,419,4102490000000000,No,615.49,No,21518741,0,Yes
4825910000000000,4,361,4825910000000000,No,519.52,No,85964862,0,Yes
4640790000000000,1,96,4640790000000000,No,445.62,No,97754224,0,Yes
4591090000000000,4,307,4591090000000000,No,481.78,No,67584265,1,Yes
4388550000000000,3,294,4388550000000000,Yes,401.65,No,87267591,0,Yes
4985300000000000,4,314,4985300000000000,Yes,430.25,No,10020186,0,Yes
4438390000000000,3,218,4438390000000000,Yes,435.04,No,16338808,0,Yes
4905220000000000,2,183,4905220000000000,Yes,562.71,No,19082830,0,Yes
4403200000000000,6,429,4403200000000000,Yes,457.07,No,71482620,1,Yes
4083790000000000,5,411,4083790000000000,Yes,696.74,No,68591740,0,Yes
4438140000000000,2,229,4438140000000000,Yes,623.26,No,90010157,0,Yes
4655060000000000,1,101,4655060000000000,Yes,370.63,No,92171420,0,Yes
4435540000000000,3,246,4435540000000000,Yes,664.4,No,61386610,0,Yes
4044940000000000,3,309,4044940000000000,Yes,599.93,No,49471870,0,Yes
4690080000000000,1,89,4690080000000000,Yes,235.17,No,99858978,1,Yes
4938090000000000,7,514,4938090000000000,Yes,696.34,No,49901682,0,Yes
4252530000000000,1,105,4252530000000000,Yes,362.44,No,28171260,0,Yes
4833310000000000,3,302,4833310000000000,Yes,485.08,No,89521257,0,Yes
4235990000000000,3,253,4235990000000000,Yes,543.99,No,83440717,0,Yes
4846740000000000,3,246,4846740000000000,Yes,543.32,No,43159273,1,Yes
4881980000000000,2,142,4881980000000000,Yes,308.69,No,39170250,0,Yes
4146770000000000,2,144,4146770000000000,Yes,674.74,No,34033526,1,Yes
4487560000000000,4,376,4487560000000000,Yes,533.26,No,92616623,0,Yes
4707980000000000,2,143,4707980000000000,Yes,325.37,No,26017334,1,Yes
4231310000000000,2,230,4231310000000000,Yes,467.95,No,5473459,0,Yes
4610750000000000,5,400,4610750000000000,Yes,534.81,No,25627546,0,Yes
4582470000000000,9,649,4582470000000000,Yes,679.75,No,43191769,1,Yes
4477420000000000,6,485,4477420000000000,Yes,683.86,No,77488139,0,Yes
4579940000000000,4,297,4579940000000000,Yes,329.66,No,62456096,0,Yes
4040490000000000,4,366,4040490000000000,Yes,651.88,No,24289728,1,Yes
4736420000000000,1,110,4736420000000000,Yes,144.19,No,95961878,0,Yes
4996520000000000,2,180,4996520000000000,Yes,458.28,No,65209460,0,Yes
4303280000000000,7,557,4303280000000000,Yes,619.93,No,48331888,0,Yes
4349410000000000,6,464,4349410000000000,Yes,654.6,No,16566046,0,Yes
4547610000000000,5,364,4547610000000000,Yes,579.58,No,28365884,1,Yes
4490920000000000,7,566,4490920000000000,Yes,578.91,No,66636183,0,Yes
4236980000000000,4,336,4236980000000000,Yes,510.67,No,1724104,1,Yes
4966100000000000,1,147,4966100000000000,Yes,260.91,No,16404907,0,Yes
4028600000000000,3,265,4028600000000000,Yes,268.58,No,99307415,0,Yes
4515510000000000,7,499,4515510000000000,Yes,677.02,No,48592795,0,Yes
4100850000000000,8,572,4100850000000000,Yes,685.69,No,22146824,1,Yes
4249610000000000,4,368,4249610000000000,Yes,637.81,No,52211335,0,Yes
4584180000000000,2,231,4584180000000000,Yes,603.92,No,78095021,0,Yes
4886980000000000,2,154,4886980000000000,Yes,337.82,No,34763777,1,Yes
4534600000000000,4,336,4534600000000000,Yes,418.67,No,14381187,1,Yes
4309190000000000,5,421,4309190000000000,Yes,489.21,No,89703034,0,Yes
4077010000000000,5,363,4077010000000000,Yes,606.72,No,16075167,0,Yes
4893660000000000,3,247,4893660000000000,Yes,469.61,No,92210815,0,Yes
4064390000000000,7,551,4064390000000000,Yes,593.13,No,98292348,1,Yes
4606090000000000,3,211,4606090000000000,Yes,437.3,No,13331872,1,Yes
4535350000000000,2,143,4535350000000000,Yes,433.67,No,79287625,0,Yes
1689866215713940,10,776,1689866215713940,Yes,980.74,No,17113046,0,Yes
1226942444671420,11,861,1226942444671420,Yes,10.06,No,52538394,1,Yes
4280733725716780,6,480,4280733725716780,Yes,688.14,No,23468744,0,Yes
3299725506167710,2,239,3299725506167710,Yes,374.69,No,69073827,0,Yes
8748991411864620,1,71,8748991411864620,Yes,186.0,No,16097614,0,Yes
1843212733883350,6,446,1843212733883350,Yes,455.65,No,39758283,0,Yes
4793860000000000,2,207,4793860000000000,Yes,316.86,No,91125546,0,Yes
4750420000000000,5,416,4750420000000000,Yes,523.6,No,48418324,0,Yes
4291840000000000,2,219,4291840000000000,Yes,418.35,No,71067340,0,Yes
4532350000000000,3,232,4532350000000000,Yes,313.21,No,94092288,1,Yes
4854900000000000,5,419,4854900000000000,Yes,681.86,No,14641941,0,Yes
4837740000000000,4,349,4837740000000000,Yes,534.06,No,39924211,0,Yes
4719330000000000,5,410,4719330000000000,Yes,472.31,No,55357145,0,Yes
4746120000000000,4,347,4746120000000000,Yes,423.59,No,10146217,1,Yes
4241650000000000,10,747,4241650000000000,Yes,4.58,No,30163235,0,Yes
4536290000000000,7,493,4536290000000000,Yes,642.7,No,55717042,0,Yes
4875020000000000,5,355,4875020000000000,Yes,371.33,No,73051788,0,Yes
4535540000000000,2,221,4535540000000000,Yes,433.49,No,89649805,1,Yes
4775220000000000,8,614,4775220000000000,Yes,627.02,No,88959012,0,Yes
4036420000000000,4,354,4036420000000000,Yes,494.88,No,85335578,1,Yes
4968820000000000,2,159,4968820000000000,Yes,339.57,No,64163786,0,Yes
4220940000000000,4,287,4220940000000000,Yes,461.71,No,97423907,0,Yes
4758100000000000,1,142,4758100000000000,Yes,204.65,No,44422831,0,Yes
4758100000000000,10,798,4758100000000000,Yes,204.65,No,44422831,0,No
4758100000000000,1,142,4758100000000000,No,100.89,Yes,48613496,0,No
4758100000000000,10,798,4758100000000000,No,100.89,Yes,48613496,0,No
4597460000000000,9,637,4597460000000000,Yes,4.06,No,70820960,0,Yes
4150290000000000,4,343,4150290000000000,Yes,429.38,No,39011972,0,Yes
4859760000000000,5,380,4859760000000000,Yes,411.93,No,18956674,0,Yes
4301410000000000,3,223,4301410000000000,Yes,306.9,No,45463499,0,Yes
4102270000000000,8,584,4102270000000000,Yes,592.48,No,79019774,0,Yes
4100010000000000,3,211,4100010000000000,No,500.1,No,12009193,0,Yes
4888580000000000,2,189,4888580000000000,No,406.8,No,46638229,0,Yes
4852410000000000,9,638,4852410000000000,No,693.23,No,75619954,0,Yes
4306270000000000,9,704,4306270000000000,No,683.55,Yes,33739616,0,No
4974980000000000,8,650,4974980000000000,No,45.64,Yes,62441757,0,No
4820540000000000,3,275,4820540000000000,No,89.44,Yes,13820954,0,No
4364520000000000,4,297,4364520000000000,No,105.59,Yes,37985297,0,No
4582590000000000,9,726,4582590000000000,No,428.46,Yes,59600052,0,No
4856580000000000,8,577,4856580000000000,No,551.16,Yes,52055112,0,No
4577710000000000,7,538,4577710000000000,No,304.16,Yes,39537010,0,No
4485700000000000,7,572,4485700000000000,No,451.36,Yes,49823360,0,No
4198220000000000,6,513,4198220000000000,No,475.73,Yes,43109449,0,No
4167230000000000,2,222,4167230000000000,No,163.35,Yes,54939074,0,No
4399400000000000,10,716,4399400000000000,No,433.77,Yes,42653767,0,No
4232610000000000,2,204,4232610000000000,No,29.75,Yes,27069633,0,No
4509350000000000,7,565,4509350000000000,No,68.04,Yes,74073390,0,No
4153010000000000,8,654,4153010000000000,No,605.08,Yes,11775260,0,No
4172370000000000,9,711,4172370000000000,No,563.2,Yes,10722257,0,No
4250140000000000,9,718,4250140000000000,No,342.95,Yes,6709083,0,No
4205360000000000,10,730,4205360000000000,No,353.15,Yes,58992192,0,No
4601140000000000,8,613,4601140000000000,No,395.91,Yes,83464882,0,No
4018270000000000,7,519,4018270000000000,No,470.1,Yes,10142464,0,No
4711260000000000,5,406,4711260000000000,No,50.26,Yes,52675251,0,No
4200020000000000,2,153,4200020000000000,No,18.92,Yes,48068688,0,No
4322930000000000,10,780,4322930000000000,No,243.3,Yes,27602648,0,No
4312710000000000,9,687,4312710000000000,No,500.8,Yes,52522605,0,No
4726100000000000,10,731,4726100000000000,No,190.71,Yes,41572614,0,No
4535650000000000,9,711,4535650000000000,No,666.02,Yes,74941342,0,No
4354520000000000,9,677,4354520000000000,No,551.09,Yes,46547823,0,No
4646840000000000,9,699,4646840000000000,No,257.44,Yes,55747048,0,No
